path,category,label,score
FakeAVCeleb/RealVideo-RealAudio/African/men/id00076/00109.mp4,RealVideo-RealAudio,0,0.6603982448577881
FakeAVCeleb/RealVideo-RealAudio/African/men/id01179/00160.mp4,RealVideo-RealAudio,0,0.612516462802887
FakeAVCeleb/RealVideo-RealAudio/African/men/id01528/00017.mp4,RealVideo-RealAudio,0,0.634575366973877
FakeAVCeleb/RealVideo-RealAudio/African/men/id01717/00005.mp4,RealVideo-RealAudio,0,0.5334338545799255
FakeAVCeleb/RealVideo-RealAudio/African/men/id02268/00036.mp4,RealVideo-RealAudio,0,0.6922469139099121
FakeAVCeleb/RealVideo-RealAudio/African/women/id01661/00059.mp4,RealVideo-RealAudio,0,0.5408865213394165
FakeAVCeleb/RealVideo-RealAudio/African/women/id01907/00148.mp4,RealVideo-RealAudio,0,0.5245554447174072
FakeAVCeleb/RealVideo-RealAudio/African/women/id02721/00424.mp4,RealVideo-RealAudio,0,0.47179359197616577
FakeAVCeleb/RealVideo-RealAudio/African/women/id02824/00130.mp4,RealVideo-RealAudio,0,0.45389607548713684
FakeAVCeleb/RealVideo-RealAudio/African/women/id03713/00249.mp4,RealVideo-RealAudio,0,0.7293856143951416
FakeAVCeleb/RealVideo-RealAudio/African/women/id03747/00273.mp4,RealVideo-RealAudio,0,0.6560630798339844
FakeAVCeleb/RealVideo-RealAudio/African/women/id04736/00083.mp4,RealVideo-RealAudio,0,0.6070830225944519
FakeAVCeleb/RealVideo-RealAudio/African/women/id04820/00015.mp4,RealVideo-RealAudio,0,0.6804901957511902
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id00021/00010.mp4,RealVideo-RealAudio,0,0.4999271631240845
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id00049/00118.mp4,RealVideo-RealAudio,0,0.5323731899261475
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id00264/00257.mp4,RealVideo-RealAudio,0,0.5006179213523865
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id00529/00409.mp4,RealVideo-RealAudio,0,0.52451491355896
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id00943/00304.mp4,RealVideo-RealAudio,0,0.6636683940887451
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id01192/00217.mp4,RealVideo-RealAudio,0,0.5217599272727966
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id03525/00048.mp4,RealVideo-RealAudio,0,0.482616126537323
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id03678/00078.mp4,RealVideo-RealAudio,0,0.7300630211830139
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/men/id03757/00149.mp4,RealVideo-RealAudio,0,0.6543675065040588
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id00145/00043.mp4,RealVideo-RealAudio,0,0.5651909112930298
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id00398/00016.mp4,RealVideo-RealAudio,0,0.6566753387451172
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id00462/00143.mp4,RealVideo-RealAudio,0,0.7605273723602295
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id00616/00305.mp4,RealVideo-RealAudio,0,0.6226181983947754
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id00752/00340.mp4,RealVideo-RealAudio,0,0.5215878486633301
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id00841/00078.mp4,RealVideo-RealAudio,0,0.6754816770553589
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id01004/00028.mp4,RealVideo-RealAudio,0,0.5936047434806824
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id01217/00005.mp4,RealVideo-RealAudio,0,0.41462934017181396
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id02466/00136.mp4,RealVideo-RealAudio,0,0.651739776134491
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id03605/00048.mp4,RealVideo-RealAudio,0,0.7184614539146423
FakeAVCeleb/RealVideo-RealAudio/Caucasian_American/women/id03707/00055.mp4,RealVideo-RealAudio,0,0.5883516669273376
FakeAVCeleb/RealVideo-RealAudio/Asian_East/men/id01204/00092.mp4,RealVideo-RealAudio,0,0.5748109221458435
FakeAVCeleb/RealVideo-RealAudio/Asian_East/men/id03889/00052.mp4,RealVideo-RealAudio,0,0.5385203957557678
FakeAVCeleb/RealVideo-RealAudio/Asian_East/men/id04687/00066.mp4,RealVideo-RealAudio,0,0.43452760577201843
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id00582/00006.mp4,RealVideo-RealAudio,0,0.627972424030304
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id03211/00032.mp4,RealVideo-RealAudio,0,0.4834607243537903
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id04701/00017.mp4,RealVideo-RealAudio,0,0.7066789865493774
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id05576/00368.mp4,RealVideo-RealAudio,0,0.43042415380477905
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id05620/00005.mp4,RealVideo-RealAudio,0,0.45328590273857117
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id05631/00073.mp4,RealVideo-RealAudio,0,0.5908669233322144
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id06388/00005.mp4,RealVideo-RealAudio,0,0.35811102390289307
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id09125/00098.mp4,RealVideo-RealAudio,0,0.4394790828227997
FakeAVCeleb/RealVideo-RealAudio/Asian_East/women/id09174/00015.mp4,RealVideo-RealAudio,0,0.6088674664497375
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/men/id00063/00021.mp4,RealVideo-RealAudio,0,0.4257674813270569
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/men/id00187/00360.mp4,RealVideo-RealAudio,0,0.6013027429580688
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/men/id00415/00017.mp4,RealVideo-RealAudio,0,0.5450907349586487
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/men/id00709/00206.mp4,RealVideo-RealAudio,0,0.6077283024787903
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/men/id00919/00063.mp4,RealVideo-RealAudio,0,0.6835409998893738
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/men/id00946/00126.mp4,RealVideo-RealAudio,0,0.7386268377304077
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/men/id01051/00322.mp4,RealVideo-RealAudio,0,0.6882911920547485
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/women/id00071/00014.mp4,RealVideo-RealAudio,0,0.6229563355445862
FakeAVCeleb/RealVideo-RealAudio/Caucasian_European/women/id00262/00028.mp4,RealVideo-RealAudio,0,0.7233800888061523
